customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level,occupation,transaction_id,transaction_date,product_id,product_category,quantity,unit_price,discount_applied,payment_method,store_location,transaction_hour,day_of_week,week_of_year,month_of_year,avg_purchase_value,purchase_frequency,last_purchase_date,avg_discount_used,preferred_store,online_purchases,in_store_purchases,avg_items_per_transaction,avg_transaction_value,total_returned_items,total_returned_value,total_sales,total_transactions,total_items_purchased,total_discounts_received,avg_spent_per_category,max_single_purchase_value,min_single_purchase_value,product_name,product_brand,product_rating,product_review_count,product_stock,product_return_rate,product_size,product_weight,product_color,product_material,product_manufacture_date,product_expiry_date,product_shelf_life,promotion_id,promotion_type,promotion_start_date,promotion_end_date,promotion_effectiveness,promotion_channel,promotion_target_audience,customer_zip_code,customer_city,customer_state,store_zip_code,store_city,store_state,distance_to_store,holiday_season,season,weekend,customer_support_calls,email_subscriptions,app_usage,website_visits,social_media_engagement,days_since_last_purchase
576,49,Female,Medium,No,4,No,Divorced,1,Bachelor's,Employed,827836,2021-04-11 18:06:35,273,Furniture,7,706.7,0.06,Debit Card,Location D,14,Saturday,47,5,413.44,Daily,2021-06-09 00:17:21,0.34,Location A,98,26,4.99,481.81,1,984.68,795.95,65,214,740.43,462.16,560.82,8.67,Product A,Brand Y,1.9,7,84,0.27,Large,8.23,Black,Metal,2018-05-16 18:32:54,2022-07-01 18:13:28,277,537,20% Off,2021-12-26 15:23:13,2022-06-05 09:32:31,Low,Social Media,New Customers,28581,City B,State X,41473,City D,State Y,68.98,Yes,Winter,Yes,9,Yes,Medium,6,Medium,14
577,69,Male,Medium,No,7,Yes,Single,1,Bachelor's,Employed,395567,2021-11-24 15:31:12,4891,Groceries,5,776.13,0.5,Mobile Payment,Location A,21,Monday,20,8,46.98,Monthly,2021-08-11 03:05:55,0.32,Location A,55,58,2.99,421.96,1,664.75,6837.22,27,334,321.48,430.74,67.95,2.43,Product D,Brand Y,1.5,158,78,0.27,Small,4.32,Black,Wood,2018-03-25 11:28:15,2023-10-24 15:20:42,59,807,Flash Sale,2021-06-04 14:30:19,2022-09-07 22:40:40,Medium,Online,Returning Customers,22883,City A,State Y,31186,City B,State Z,69.94,Yes,Fall,No,12,Yes,High,48,Medium,172
578,47,Female,Low,Yes,5,Yes,Married,3,PhD,Unemployed,296648,2021-08-14 02:44:03,1719,Furniture,4,195.26,0.2,Mobile Payment,Location A,18,Thursday,3,11,405.99,Daily,2021-07-13 15:28:46,0.33,Location A,43,5,4.94,244.22,6,341.23,1636.56,15,129,615.32,561.74,190.56,0.79,Product C,Brand Z,2.5,958,46,0.42,Large,4.78,Black,Plastic,2019-12-18 22:40:17,2022-01-09 17:48:29,114,998,Buy One Get One Free,2021-05-19 12:12:40,2022-09-30 21:39:45,Medium,In-store,Returning Customers,80353,City D,State Y,80139,City A,State Y,13.43,No,Fall,No,2,Yes,High,12,High,242
579,64,Other,Medium,No,4,No,Married,4,PhD,Employed,459683,2020-06-18 23:41:13,2603,Toys,2,390.57,0.03,Credit Card,Location B,6,Friday,17,5,128.93,Yearly,2021-09-02 05:48:19,0.07,Location A,31,88,9.46,475.15,7,641.01,2661.47,6,288,741.71,980.18,338.08,9.14,Product A,Brand Z,1.2,974,83,0.17,Small,3.5,Black,Wood,2018-12-15 08:13:10,2022-06-16 12:18:01,303,321,Buy One Get One Free,2021-07-25 21:46:31,2022-02-05 08:28:52,High,Online,Returning Customers,35650,City C,State Y,35985,City B,State Y,36.67,No,Spring,No,9,Yes,High,66,High,48
580,52,Male,Medium,No,3,No,Married,0,PhD,Self-Employed,752873,2021-10-13 09:16:36,1430,Toys,6,781.53,0.18,Cash,Location A,23,Wednesday,1,11,433.67,Weekly,2021-06-26 19:38:54,0.25,Location B,24,4,6.95,322.63,6,546.07,1785.38,52,262,853.03,745.01,354.53,1.8,Product A,Brand Z,4.5,286,40,0.09,Large,3.83,White,Glass,2018-04-14 02:37:38,2022-11-23 09:50:15,237,252,Flash Sale,2021-02-24 19:14:32,2022-02-24 14:31:51,Low,Social Media,New Customers,51563,City D,State X,15950,City D,State Y,43.84,Yes,Spring,Yes,11,Yes,Low,30,High,65
581,72,Other,Medium,Yes,1,Yes,Divorced,3,PhD,Retired,173194,2020-10-14 14:35:18,2272,Clothing,3,652.38,0.22,Mobile Payment,Location C,2,Thursday,36,1,354.35,Weekly,2021-08-15 19:16:38,0.38,Location B,78,2,1.11,265.99,1,569.65,4111.61,11,397,866.12,995.84,957.33,6.76,Product A,Brand X,1.9,423,68,0.42,Small,5.89,Blue,Glass,2019-05-26 04:12:03,2023-08-18 16:59:04,338,253,20% Off,2021-04-14 19:26:44,2022-03-31 16:54:58,Medium,Social Media,Returning Customers,81407,City C,State Z,93004,City B,State Y,62.68,No,Winter,No,9,Yes,Low,25,High,101
582,57,Female,High,No,2,Yes,Divorced,2,Bachelor's,Unemployed,910180,2021-07-16 05:12:16,4320,Clothing,2,694.19,0.13,Debit Card,Location A,6,Monday,22,12,235.47,Daily,2021-05-16 16:39:18,0.0,Location D,33,7,3.18,117.13,3,616.42,5687.66,38,438,842.03,679.28,32.97,9.52,Product A,Brand X,4.4,666,93,0.06,Small,0.48,Red,Wood,2018-12-22 19:04:33,2022-03-16 20:25:41,217,191,Flash Sale,2021-12-18 17:04:01,2022-10-16 03:16:22,High,Social Media,Returning Customers,72843,City B,State Y,36679,City D,State Y,54.97,Yes,Winter,Yes,13,Yes,Low,57,Low,286
583,69,Female,Low,Yes,2,No,Divorced,4,PhD,Self-Employed,243567,2021-07-12 06:05:28,8413,Electronics,1,865.8,0.15,Credit Card,Location A,15,Thursday,15,8,242.9,Daily,2021-05-05 12:24:06,0.48,Location B,53,39,1.89,242.15,4,91.53,555.21,42,377,931.06,706.28,586.01,6.32,Product D,Brand Y,2.8,101,4,0.12,Medium,5.72,White,Metal,2019-08-06 09:58:26,2022-08-06 12:33:35,283,711,Buy One Get One Free,2021-10-19 15:44:57,2022-12-23 06:53:30,Low,Social Media,New Customers,21201,City B,State X,62005,City A,State Y,7.23,Yes,Summer,No,19,No,Low,0,High,339
584,33,Male,Medium,Yes,4,Yes,Divorced,2,High School,Employed,762420,2020-02-09 04:18:39,3740,Furniture,1,281.55,0.11,Debit Card,Location C,19,Friday,23,7,232.92,Monthly,2021-02-11 02:51:39,0.45,Location B,38,98,1.81,117.1,0,93.76,6393.48,38,248,658.79,770.55,40.88,5.02,Product B,Brand Y,2.6,847,18,0.3,Medium,7.98,Green,Metal,2019-01-12 02:53:25,2023-12-15 07:59:50,223,123,20% Off,2021-01-28 07:43:25,2022-03-14 22:30:32,Medium,In-store,Returning Customers,49896,City C,State Y,29475,City B,State X,17.12,Yes,Summer,Yes,15,No,Medium,89,Medium,337
585,30,Female,Low,No,8,No,Single,2,Master's,Retired,934806,2020-07-08 22:31:01,5868,Toys,6,897.9,0.41,Mobile Payment,Location D,4,Sunday,1,12,466.38,Weekly,2021-12-19 10:30:43,0.12,Location D,13,78,8.55,467.25,3,270.0,6775.19,92,481,516.56,591.71,847.97,3.41,Product B,Brand Z,1.2,993,2,0.18,Small,2.91,Green,Glass,2019-10-31 00:15:54,2023-04-27 13:48:37,37,894,Flash Sale,2021-12-31 04:19:49,2022-02-19 03:29:51,Low,Online,Returning Customers,83102,City A,State Z,77990,City A,State Y,37.19,No,Fall,Yes,11,Yes,Medium,44,Low,38
586,67,Male,Medium,No,0,Yes,Divorced,4,Master's,Employed,419538,2020-12-21 02:04:38,2651,Clothing,7,212.98,0.2,Credit Card,Location C,17,Sunday,6,6,235.44,Yearly,2021-12-25 18:24:38,0.47,Location C,8,57,9.01,14.29,0,434.01,8192.0,24,126,711.15,80.29,848.85,2.41,Product C,Brand X,3.3,865,25,0.32,Small,6.19,Black,Glass,2018-06-18 21:04:31,2023-12-02 08:34:49,17,850,Buy One Get One Free,2021-05-07 13:18:15,2022-12-18 12:35:35,High,Online,Returning Customers,26517,City C,State Z,35821,City A,State Y,91.31,No,Fall,Yes,3,Yes,Low,77,Low,318
587,77,Female,High,Yes,8,No,Married,3,Bachelor's,Employed,593208,2020-11-30 04:28:03,6231,Clothing,3,547.62,0.28,Credit Card,Location D,0,Sunday,13,8,235.48,Yearly,2021-06-22 21:44:43,0.48,Location D,74,22,4.86,337.17,5,267.25,4033.88,8,395,656.37,31.27,424.07,5.87,Product C,Brand Z,3.8,833,38,0.39,Large,9.78,Blue,Wood,2018-01-29 19:09:19,2022-01-29 15:43:30,174,835,Flash Sale,2021-09-06 18:02:42,2022-04-02 05:04:08,Medium,Social Media,New Customers,81484,City C,State Z,70724,City C,State Z,19.54,No,Winter,Yes,5,No,Medium,48,Medium,280
588,59,Female,Low,No,7,Yes,Single,0,PhD,Retired,62199,2020-06-03 02:42:44,8551,Groceries,9,908.01,0.22,Debit Card,Location D,23,Saturday,36,12,114.86,Yearly,2021-08-06 03:38:18,0.31,Location A,85,87,4.76,183.4,7,941.83,2484.38,30,459,438.49,112.87,220.16,5.26,Product A,Brand X,1.7,599,84,0.32,Small,0.14,Green,Glass,2018-09-21 06:20:03,2023-10-23 01:35:38,122,630,Flash Sale,2021-10-04 10:32:32,2022-06-20 14:47:06,Medium,In-store,Returning Customers,21894,City A,State X,24984,City C,State Z,16.48,Yes,Winter,Yes,14,No,Medium,27,Low,270
589,47,Other,Low,No,6,No,Married,4,PhD,Unemployed,290842,2021-07-26 21:32:21,787,Clothing,1,54.07,0.05,Credit Card,Location D,3,Tuesday,23,8,176.2,Monthly,2021-06-20 17:05:44,0.06,Location A,31,61,1.51,492.97,5,442.3,9686.41,25,46,851.58,778.79,350.13,2.58,Product C,Brand Z,1.7,548,70,0.1,Large,7.85,Blue,Plastic,2019-01-17 22:53:06,2022-09-01 06:23:22,181,359,Flash Sale,2021-03-07 02:26:22,2022-05-25 00:35:14,Low,Online,New Customers,87846,City B,State Z,35133,City B,State Y,54.48,No,Winter,No,19,Yes,Low,69,High,299
590,36,Other,Low,Yes,1,No,Married,1,Master's,Unemployed,748736,2020-04-07 19:40:39,7549,Clothing,2,645.51,0.1,Credit Card,Location B,8,Saturday,3,3,187.34,Yearly,2021-10-26 01:03:13,0.21,Location A,51,73,5.14,242.28,3,833.26,6208.18,26,438,144.54,215.26,751.29,0.2,Product B,Brand Z,3.5,866,14,0.32,Large,2.81,White,Metal,2019-04-07 12:56:58,2022-08-01 04:30:45,9,86,20% Off,2021-07-25 15:44:30,2022-06-15 02:50:36,Medium,Online,New Customers,85289,City D,State Z,17561,City B,State Z,75.43,No,Summer,No,14,Yes,High,37,High,26
591,34,Male,Low,No,5,Yes,Single,1,High School,Unemployed,283083,2021-04-08 12:54:10,6229,Toys,4,662.59,0.43,Credit Card,Location B,11,Monday,12,6,200.82,Weekly,2021-09-24 12:06:18,0.03,Location A,89,21,6.31,14.79,7,208.62,1607.92,28,347,843.5,166.41,562.14,1.01,Product D,Brand Y,1.3,598,1,0.43,Large,8.98,Black,Plastic,2018-02-19 01:11:23,2022-06-28 08:12:12,39,184,Buy One Get One Free,2021-10-30 13:05:57,2022-03-18 03:10:11,Medium,Online,New Customers,83968,City C,State X,66363,City C,State Z,20.31,No,Summer,Yes,19,No,High,67,Low,218
592,73,Other,Medium,Yes,6,No,Married,4,Bachelor's,Employed,680630,2021-08-20 23:19:38,9620,Groceries,1,240.43,0.2,Mobile Payment,Location C,16,Wednesday,29,6,267.72,Weekly,2021-10-26 13:39:36,0.42,Location D,58,9,3.46,65.94,8,589.26,4673.92,81,103,807.55,658.01,26.91,2.34,Product A,Brand X,4.7,987,52,0.07,Large,1.25,Green,Plastic,2018-07-25 02:14:16,2023-04-20 11:06:40,92,922,20% Off,2021-12-31 13:14:16,2022-07-06 00:37:04,Medium,Social Media,Returning Customers,34071,City D,State Z,90825,City B,State Z,41.71,No,Winter,Yes,13,Yes,Low,60,High,298
593,36,Female,Low,Yes,9,Yes,Divorced,4,PhD,Employed,795246,2020-11-16 14:18:58,5072,Groceries,4,660.78,0.2,Mobile Payment,Location C,12,Sunday,14,1,140.65,Monthly,2021-04-13 17:17:49,0.17,Location B,94,26,5.73,409.47,7,76.37,7048.48,83,58,58.9,226.43,725.59,3.39,Product B,Brand X,4.3,342,86,0.34,Large,7.56,Green,Metal,2018-04-10 00:28:06,2022-04-17 20:54:54,153,773,Buy One Get One Free,2021-03-15 08:10:29,2022-04-21 04:15:03,Low,In-store,New Customers,42108,City D,State Z,82131,City B,State Z,18.74,No,Summer,Yes,18,No,High,81,High,204
594,45,Male,High,No,4,No,Married,0,PhD,Self-Employed,668154,2021-11-17 18:19:02,371,Groceries,2,650.42,0.17,Cash,Location B,14,Wednesday,31,8,195.96,Monthly,2021-08-18 17:23:32,0.46,Location C,4,25,3.63,464.95,0,484.79,3009.62,49,102,93.9,515.8,533.57,6.78,Product B,Brand X,2.5,883,16,0.1,Large,8.39,Green,Glass,2018-02-20 13:37:14,2023-12-08 03:49:43,145,687,20% Off,2021-12-13 13:13:25,2022-10-29 09:26:51,Medium,In-store,Returning Customers,71824,City B,State Z,18588,City B,State Z,80.19,Yes,Fall,Yes,10,Yes,High,36,High,266
595,75,Other,Low,Yes,7,Yes,Married,3,Master's,Unemployed,703332,2021-02-16 01:08:34,2211,Electronics,3,918.39,0.35,Credit Card,Location D,17,Monday,36,2,495.1,Daily,2021-09-19 03:41:20,0.27,Location C,90,96,7.32,398.93,0,836.08,2834.55,36,134,187.55,20.49,506.56,6.35,Product C,Brand X,2.1,530,93,0.41,Large,1.46,Red,Glass,2018-05-01 13:19:50,2022-07-15 00:45:36,111,387,Flash Sale,2021-06-12 17:12:00,2022-11-18 16:32:36,Low,Online,New Customers,82165,City A,State X,31255,City A,State Y,70.6,Yes,Spring,No,14,Yes,Low,9,High,23
596,72,Other,Medium,Yes,9,No,Married,4,Master's,Retired,730833,2021-05-08 05:27:11,1231,Electronics,5,986.39,0.36,Credit Card,Location B,18,Tuesday,2,10,426.08,Monthly,2021-05-13 18:19:45,0.38,Location A,88,62,2.35,333.84,0,748.99,1101.38,34,395,461.23,688.13,67.42,7.67,Product D,Brand Y,2.3,621,44,0.01,Large,8.58,Black,Metal,2019-12-30 22:00:35,2023-04-13 00:22:19,73,857,Buy One Get One Free,2021-12-19 05:13:48,2022-07-18 05:48:13,Medium,Social Media,Returning Customers,44108,City A,State X,52974,City C,State Z,5.87,Yes,Fall,Yes,8,Yes,Medium,65,Low,56
597,43,Male,Low,Yes,1,No,Married,4,Master's,Unemployed,191598,2021-07-21 18:05:45,9611,Furniture,2,719.93,0.03,Cash,Location D,22,Wednesday,49,10,489.34,Monthly,2021-06-10 03:27:24,0.23,Location A,23,39,2.4,393.68,0,236.3,1315.77,76,29,760.74,191.26,735.97,9.11,Product B,Brand Z,2.1,973,20,0.2,Large,6.07,Blue,Glass,2018-05-07 04:43:10,2022-10-27 10:28:48,136,763,20% Off,2021-06-11 00:06:13,2022-04-15 00:04:10,High,Social Media,New Customers,65157,City A,State Y,66253,City C,State Z,85.13,No,Winter,Yes,1,No,High,93,Low,345
598,54,Female,Low,No,7,No,Married,3,PhD,Employed,634326,2021-10-13 18:27:07,8890,Clothing,5,931.99,0.3,Debit Card,Location B,7,Wednesday,25,4,345.07,Yearly,2021-01-26 01:16:32,0.01,Location D,38,2,7.88,110.58,3,255.91,7582.27,42,209,156.94,464.83,467.77,0.36,Product C,Brand Z,1.8,563,88,0.14,Medium,2.9,Black,Plastic,2018-09-19 08:16:05,2022-11-25 21:29:05,16,534,Flash Sale,2021-06-01 13:55:48,2022-10-02 08:16:48,Low,In-store,Returning Customers,20996,City C,State Y,64598,City D,State X,56.9,Yes,Spring,No,2,Yes,Medium,32,High,99
599,43,Other,Low,Yes,4,No,Single,4,Bachelor's,Retired,184547,2021-04-01 06:01:09,417,Clothing,8,12.25,0.46,Cash,Location A,11,Monday,40,1,365.92,Monthly,2021-06-30 03:53:49,0.15,Location D,86,85,6.98,459.01,3,9.81,7786.08,37,351,600.31,731.41,16.07,3.08,Product A,Brand Y,2.5,549,0,0.48,Large,1.24,White,Wood,2018-09-29 12:24:07,2022-07-11 03:31:20,90,68,Buy One Get One Free,2021-11-27 01:16:42,2022-10-14 22:00:55,Low,Social Media,Returning Customers,77449,City A,State Z,87642,City A,State Y,72.0,Yes,Spring,Yes,7,No,High,75,High,268
600,70,Female,Medium,Yes,3,Yes,Divorced,2,PhD,Employed,572006,2021-11-21 13:16:59,1907,Furniture,3,948.28,0.31,Cash,Location C,0,Friday,22,8,43.05,Daily,2021-10-03 22:55:33,0.29,Location B,18,6,7.91,446.97,5,536.74,1607.29,54,190,767.98,809.3,425.8,4.77,Product A,Brand Y,1.7,41,33,0.5,Small,7.31,Red,Plastic,2019-08-09 14:29:43,2023-11-07 02:37:15,37,220,Buy One Get One Free,2021-04-07 17:20:08,2022-08-09 10:42:24,Medium,In-store,New Customers,20446,City C,State Y,94130,City D,State X,13.23,No,Spring,Yes,9,No,Medium,53,Medium,243
601,79,Male,Low,Yes,3,Yes,Single,4,PhD,Retired,195304,2021-07-07 05:48:14,7515,Groceries,2,146.66,0.24,Cash,Location C,20,Tuesday,1,4,343.63,Daily,2021-11-21 21:02:30,0.42,Location A,22,19,7.94,408.64,6,536.77,515.57,64,175,300.77,166.68,830.16,6.22,Product A,Brand X,4.9,889,38,0.08,Large,5.73,Black,Glass,2019-12-14 08:41:53,2023-07-01 08:38:15,126,645,Buy One Get One Free,2021-07-28 08:42:15,2022-02-06 19:24:21,Medium,Online,Returning Customers,87465,City A,State Y,91818,City A,State X,6.7,Yes,Summer,No,9,No,Low,90,Medium,123
602,40,Male,Medium,No,2,Yes,Single,4,Master's,Unemployed,544963,2020-04-07 05:21:33,4995,Furniture,5,326.06,0.38,Cash,Location B,5,Friday,6,3,410.17,Monthly,2021-09-06 22:02:09,0.03,Location C,30,42,6.0,460.14,9,107.42,9131.13,36,57,851.07,799.8,963.98,6.32,Product D,Brand X,1.6,663,85,0.32,Large,3.69,Green,Glass,2019-12-03 14:56:48,2023-07-16 18:24:44,115,628,Buy One Get One Free,2021-03-14 11:31:11,2022-11-02 02:17:21,Medium,Online,New Customers,69406,City C,State X,86863,City B,State Z,51.82,No,Fall,Yes,12,No,Low,58,High,92
603,26,Male,High,Yes,8,Yes,Married,4,Bachelor's,Self-Employed,692557,2021-04-24 23:23:07,3663,Clothing,9,705.59,0.45,Cash,Location D,0,Friday,46,7,195.96,Monthly,2021-12-11 04:11:04,0.08,Location C,64,43,2.79,491.16,4,839.44,4336.84,76,169,9.03,876.9,822.52,5.09,Product D,Brand Y,4.9,929,32,0.08,Small,4.57,Green,Glass,2018-08-11 22:21:05,2022-10-11 15:56:05,331,855,Buy One Get One Free,2021-09-16 08:33:09,2022-01-13 22:21:24,High,Social Media,Returning Customers,98704,City B,State Y,69102,City D,State Y,77.32,Yes,Summer,Yes,5,Yes,Medium,12,Low,167
604,29,Male,High,Yes,0,Yes,Single,1,Bachelor's,Unemployed,401803,2021-02-16 20:46:17,2926,Toys,4,318.03,0.27,Debit Card,Location C,2,Sunday,43,5,319.45,Monthly,2021-10-29 13:58:22,0.1,Location C,44,31,8.06,246.08,8,463.15,4955.05,99,164,98.97,47.52,742.4,0.42,Product B,Brand X,2.4,605,14,0.36,Medium,0.2,Blue,Metal,2019-06-05 04:40:47,2023-04-24 10:12:54,295,108,Flash Sale,2021-04-12 08:45:03,2022-01-10 23:27:06,High,In-store,New Customers,87690,City D,State Y,64985,City B,State Z,16.73,Yes,Fall,Yes,5,Yes,Medium,4,Low,238
605,70,Male,Low,No,6,No,Divorced,0,Bachelor's,Retired,352111,2021-06-08 14:29:43,2418,Clothing,2,875.7,0.38,Cash,Location D,9,Wednesday,4,6,419.02,Monthly,2021-09-13 06:12:55,0.14,Location A,49,60,8.88,397.75,2,817.54,2824.93,42,498,734.45,155.4,703.38,1.66,Product A,Brand Z,3.9,283,83,0.34,Small,4.06,Green,Glass,2018-04-25 11:59:46,2022-08-12 11:15:36,77,324,Buy One Get One Free,2021-03-12 05:01:15,2022-09-03 18:43:09,High,Social Media,New Customers,27966,City B,State X,98271,City A,State X,78.36,Yes,Spring,Yes,4,Yes,Medium,70,High,21
606,18,Male,Low,No,3,No,Single,1,PhD,Employed,7742,2021-08-09 15:56:44,8520,Electronics,6,159.43,0.05,Mobile Payment,Location A,23,Tuesday,50,4,401.7,Daily,2021-03-09 13:43:10,0.29,Location C,29,8,5.52,185.21,5,533.22,2522.24,27,203,563.4,835.83,824.17,8.24,Product B,Brand X,3.7,71,36,0.41,Large,2.37,Red,Wood,2018-12-07 20:11:30,2022-03-31 16:02:05,2,408,Buy One Get One Free,2021-12-23 19:05:03,2022-11-17 23:52:56,High,Online,New Customers,85615,City D,State Y,67333,City B,State Z,76.22,No,Summer,No,3,No,Low,53,Low,127
607,75,Female,Low,Yes,0,No,Divorced,2,PhD,Retired,291349,2020-03-24 21:38:08,5696,Toys,9,512.03,0.09,Debit Card,Location B,2,Saturday,18,1,15.77,Yearly,2021-03-30 01:50:24,0.38,Location A,2,29,3.69,42.74,2,21.88,311.27,81,106,326.62,559.92,409.27,6.83,Product A,Brand X,4.7,838,39,0.32,Large,8.43,Green,Glass,2019-11-22 13:37:54,2022-06-14 02:32:32,283,275,Flash Sale,2021-05-23 17:59:50,2022-11-02 19:31:03,High,Social Media,New Customers,46734,City C,State Z,61777,City D,State Y,0.15,No,Fall,No,13,No,Medium,35,Low,219
608,75,Female,High,No,0,Yes,Single,2,High School,Self-Employed,372940,2021-05-10 12:28:13,9957,Groceries,1,993.03,0.05,Debit Card,Location D,18,Thursday,11,12,183.58,Yearly,2021-09-04 01:55:01,0.28,Location B,16,7,3.7,261.93,8,567.72,1660.64,61,38,408.4,650.48,52.75,2.55,Product C,Brand Z,2.7,256,40,0.3,Large,2.62,Black,Glass,2018-06-21 17:09:14,2023-11-21 09:48:44,85,589,Buy One Get One Free,2021-06-30 16:53:32,2022-06-11 13:36:27,Low,In-store,Returning Customers,73623,City D,State Y,80246,City D,State Y,86.77,No,Fall,Yes,14,Yes,Low,99,High,193
609,18,Male,High,No,1,Yes,Single,1,Bachelor's,Retired,520989,2021-04-15 03:46:57,3143,Clothing,4,383.56,0.49,Debit Card,Location C,15,Friday,26,12,122.24,Daily,2021-03-19 09:32:23,0.23,Location A,47,44,6.37,431.31,3,628.71,5793.38,11,1,416.36,942.82,452.79,0.65,Product A,Brand Y,1.3,347,99,0.08,Small,8.5,White,Wood,2018-05-11 22:47:23,2023-09-01 00:08:28,171,382,20% Off,2021-07-14 06:29:34,2022-07-25 21:19:56,Medium,Social Media,New Customers,23495,City D,State Y,93650,City C,State X,46.08,No,Summer,No,15,No,Medium,78,High,224
610,64,Female,Medium,No,0,Yes,Divorced,2,PhD,Self-Employed,179268,2020-05-20 14:43:53,2102,Groceries,6,838.61,0.2,Credit Card,Location B,7,Monday,47,9,272.65,Monthly,2021-10-17 20:32:49,0.06,Location A,76,69,8.88,201.08,6,954.08,577.25,64,14,104.38,187.35,206.23,7.15,Product D,Brand Y,3.0,185,29,0.24,Large,9.55,Red,Plastic,2019-09-17 13:16:46,2023-01-04 01:05:51,346,232,Buy One Get One Free,2021-04-07 22:13:01,2022-12-06 15:00:03,Medium,In-store,Returning Customers,41599,City C,State X,70046,City C,State X,75.67,Yes,Fall,No,16,No,High,84,High,266
611,51,Other,Low,No,8,Yes,Single,4,PhD,Employed,992913,2021-04-25 18:47:13,9750,Clothing,6,861.32,0.44,Mobile Payment,Location D,12,Friday,35,12,122.58,Yearly,2021-09-24 16:48:17,0.04,Location C,33,52,9.36,242.24,4,447.61,1215.64,54,238,238.24,666.31,552.35,7.31,Product A,Brand Z,1.5,963,32,0.48,Large,9.93,Black,Wood,2018-07-11 07:46:41,2022-08-10 17:35:27,313,61,Flash Sale,2021-07-14 05:35:04,2022-01-30 03:02:49,Low,In-store,New Customers,31870,City B,State Z,13316,City D,State X,56.07,No,Spring,Yes,8,No,Medium,93,Medium,351
612,49,Female,Low,No,7,No,Divorced,0,PhD,Self-Employed,187735,2020-04-17 11:50:15,8756,Groceries,6,669.49,0.35,Debit Card,Location C,3,Tuesday,42,9,204.87,Monthly,2021-03-15 03:16:34,0.48,Location D,25,12,7.2,38.35,2,601.28,9758.28,7,164,13.74,190.12,757.41,3.41,Product B,Brand X,3.1,168,58,0.05,Small,8.0,White,Plastic,2018-06-07 11:57:17,2023-01-10 07:30:33,16,672,Flash Sale,2021-01-09 19:02:45,2022-03-09 10:46:43,Medium,Social Media,New Customers,97974,City A,State Z,82161,City D,State X,58.94,Yes,Summer,Yes,3,Yes,High,38,Low,267
613,79,Other,High,No,1,No,Married,2,Master's,Employed,338506,2020-06-01 16:43:59,7469,Electronics,7,904.92,0.18,Cash,Location A,8,Saturday,49,4,297.74,Weekly,2021-10-16 10:38:38,0.44,Location C,75,49,5.55,493.21,3,749.38,8433.71,65,461,151.15,157.94,831.81,1.63,Product A,Brand X,3.9,298,53,0.07,Medium,0.22,White,Metal,2019-04-21 07:53:25,2023-03-24 22:55:41,286,612,Flash Sale,2021-05-23 02:33:38,2022-03-25 00:35:50,Medium,Online,New Customers,96739,City D,State X,47096,City C,State X,77.56,Yes,Winter,No,11,No,High,23,Low,121
614,71,Male,Medium,Yes,5,Yes,Single,1,PhD,Employed,444525,2020-08-17 07:09:09,6598,Electronics,5,849.38,0.37,Credit Card,Location B,5,Thursday,46,5,122.75,Monthly,2021-03-19 15:46:53,0.06,Location D,75,56,7.01,333.96,6,147.54,6025.26,72,285,753.19,987.95,855.51,5.95,Product A,Brand X,3.0,508,30,0.23,Large,6.0,Blue,Plastic,2018-06-15 17:28:51,2023-09-27 15:13:10,224,688,20% Off,2021-05-17 23:07:44,2022-07-21 15:28:20,Medium,In-store,New Customers,53625,City C,State X,66387,City D,State X,40.67,No,Spring,No,7,Yes,High,19,Medium,361
615,65,Other,Medium,Yes,0,No,Divorced,1,PhD,Unemployed,852471,2021-05-14 10:57:09,5089,Groceries,3,522.14,0.0,Debit Card,Location C,8,Friday,49,8,230.57,Weekly,2021-06-11 19:59:23,0.36,Location C,39,78,1.27,190.4,0,740.09,1443.1,46,409,582.7,763.52,690.72,1.42,Product B,Brand Y,1.0,601,62,0.23,Medium,0.59,Black,Plastic,2018-03-30 16:33:19,2023-02-18 10:01:14,356,478,Buy One Get One Free,2021-02-21 18:16:38,2022-12-22 05:28:07,High,In-store,Returning Customers,93367,City A,State Z,60808,City B,State Y,75.25,No,Summer,Yes,10,No,Low,60,High,317
616,42,Female,High,Yes,8,Yes,Divorced,1,High School,Employed,15382,2021-06-06 15:58:13,2260,Furniture,5,355.12,0.01,Credit Card,Location D,13,Thursday,37,3,162.48,Yearly,2021-05-01 16:41:46,0.24,Location A,73,21,6.7,306.27,3,291.35,5111.72,55,274,297.24,892.04,310.9,0.93,Product A,Brand Y,3.9,487,84,0.12,Medium,6.03,Black,Wood,2019-01-29 09:07:39,2022-01-13 18:27:56,337,631,Buy One Get One Free,2021-02-07 09:12:01,2022-06-16 06:41:57,High,Social Media,Returning Customers,67347,City D,State Y,68100,City D,State Z,37.1,No,Fall,Yes,18,Yes,Medium,27,Medium,162
